Bron: Thumbs up?,Titel resultaat,Ranking,Link/resultaat,"Query ",Relevant?,vrije tags page,Bronnen DB,Bron: Inst/Bedrijf,Toegankelijkheid doelgroep (indruk),Soort Resultaat,Bron: Vrije labels,Bron: Commerciality,Bron: Sector,Q: soort,Bron: reclame,Opmerking,Q: Ranking vrije labels,Bron: doel,Bron: Trackers,OnderzoekNr,Related to Bronnen DB test (Resultaten DB),Bronnen: URL domein,Query: Video Schooltv,Created by,Bron-Status,Created time,Bron: Onderwerp
Ja,Het Nibud (Nationaal Instituut voor Budgetvoorlichting),8,https://www.nibud.nl/,geld (https://www.notion.so/geld-03503decdc9c4a2ca52fb56abf285fc8?pvs=21),misschien,homepage,nibud.nl (https://www.notion.so/nibud-nl-624f2a3c21e14db7972acdb2e9b60084?pvs=21),Nibud (Nationaal Instituut voor Budgetvoorlichting),redelijk_begrijpelijk,informatief,"informatie_primair_doel,kennisbank/centrum,voorlichting",not_for_profit,Onafhankelijk Kennis- en adviescentrum,Eén woord,no_ads,,,kennisbank/centrum +,1,1,,https://www.nibud.nl/,- (klokhuis 9),Maarten Sprenger,Done,"January 15, 2024 3:45 PM",
Just-in-case,rillaar monumenten - Google Zoeken,8,https://www.google.nl/search?sca_esv=598561868&q=rillaar+monumenten&tbm=isch&source=univ&fir=5SXlLlwuhhjbPM%252C40uEiIfgwT0gHM%252C_%253BBe8miKaRI4encM%252C1i7KW-I7wAY_SM%252C_%253BoQYpjpWfZsp63M%252CmBA0z8GatRXZUM%252C_%253BDar4Zqmr_uKjhM%252CDgWdUg5beUHlTM%252C_%253BKRJEJ-hett4ytM%252C40uEiIfgwT0gHM%252C_%253BXVMSSBK-tBnovM%252CCHWTU9GnNlp92M%252C_%253BnZpAfQJZNZjrJM%252Cz9GZjDwshyHsUM%252C_%253B0WSMNy-bR8M0CM%252C5Prp4FV6dF8tPM%252C_%253BGbxnWtDDiDwnGM%252CwWnijnUsIxZ03M%252C_%253Bf5hrRTLKzCPrNM%252C1i7KW-I7wAY_SM%252C_&usg=AI4_-kQYMAkOMelA2XZw2I3zBG-yR7p25A&sa=X&ved=2ahUKEwjcjs7vrN-DAxXA8QIHHQb9D3YQ7Al6BAglEAs,rillaar monumenten (https://www.notion.so/rillaar-monumenten-3df617918032408e97f9222387714a30?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,2 of meer woorden,many_ads,,,informatieproduct div. commercieel,13,1,,https://www.google.com/,"- ",Maarten Sprenger,Almost completed,"January 15, 2024 1:08 PM",
Nee,21 nutteloze feiten waarmee je interessant kunt doen in de kroeg,8,https://www.menshealth.com/nl/lifestyle/a26514214/20-nutteloze-feiten-waarmee-je-interessant-kunt-doen-in-de-kroeg/,wist je dat? (https://www.notion.so/wist-je-dat-2f01ede35afc48bd9d01d365f87f9d14?pvs=21),relevant,,menshealth.com (https://www.notion.so/menshealth-com-341fb5e807414346bb017b6fc85dd9bf?pvs=21),"Men's Health, Hearst Magazines Netherlands BV",redelijk_begrijpelijk,informatief,"abo-print,clickbait,link/reclamevehikel",ultra_commercieel,Uitgevers (journalistiek),Named entity,"company_promotion,over_the_top_ads",,,informatieproduct div. commercieel,11,1,,https://www.menshealth.com/,"- ",Maarten Sprenger,Done,"January 15, 2024 11:36 AM",
Nee,Klok Kopen | #1 Klokkenwinkel | Grote Voorraad!,8,https://www.klokkenshop.com/,klokken (https://www.notion.so/klokken-ea2491d6631741438a45be51ea12006e?pvs=21),relevant,webshop_result_page,klokkenshop.com (https://www.notion.so/klokkenshop-com-b495b6881ce84e2c9b30e26dca335518?pvs=21),,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,(Bijna) alleen shops op de query,alleen webshop,2,1,,https://www.klokkenshop.com/,"- ",Maarten Sprenger,Done,"January 15, 2024 11:11 AM",
Just-in-case,Ligboxenstallen,8,https://www.hollemabouw.nl/diensten/agrarische-bouw/ligboxenstallen/,wat is en ligboxstal (https://www.notion.so/wat-is-en-ligboxstal-fb6ef68d60344b8eac0179a043e7c695?pvs=21),relevant,,hollemabouw.nl (https://www.notion.so/hollemabouw-nl-3c0742b3915140f6af3eb1b940dbaadf?pvs=21),Hollema Bouw B.V.,complex,informatief,"bedrijfsinfo/uithangbord,webshop",commercieel,Winkels en bedrijven div,Vragen,no_ads,,,product-/bedrijfsinfo + uithangbord,3,1,,https://www.hollemabouw.nl/,-,Maarten Sprenger,Done,"January 14, 2024 1:18 PM",
Just-in-case,Wat doet gouverneur Emile Roemer eigenlijk? - YouTube,8,https://www.youtube.com/watch?v=DPFGJVYNTIo,De gouverneur van limburg (https://www.notion.so/De-gouverneur-van-limburg-f9cc218600054b3da3af094ef4830f45?pvs=21),relevant,,youtube.com/@ProvincieLimburg (https://www.notion.so/youtube-com-ProvincieLimburg-c5c8f35a527f4242bbe41128bd6d71dd?pvs=21),Provincie LImburg,redelijk_begrijpelijk,informatief,"BigTech,bedrijfsinfo/uithangbord,infinite_scroll,overheidsinfo (of i.o.v.),promotioneel,social_media",not_for_profit,Overheid (of i.o.v.),2 of meer woorden,no_ads,,,overheidsinformatie (overige),17,1,,https://www.youtube.com/@ProvincieLimburg,-,Maarten Sprenger,In progress,"January 14, 2024 1:05 PM",
Ja,Doen - Stoomschip Christiaan Brunings | Het Scheepvaartmuseum,8,https://www.hetscheepvaartmuseum.nl/doen/de-schepen/ss-christiaan-brunings,stoomschip (https://www.notion.so/stoomschip-f9732dd1ee97460694f0b499c22a054c?pvs=21),relevant,,hetscheepvaartmuseum.nl (https://www.notion.so/hetscheepvaartmuseum-nl-7584d5ebf6e14ad88b74257edc72f75a?pvs=21),Het Scheepvaartmuseum,complex,informatief,"(product)informatie ihkv verkoop/bezoek,informatie_primair_doel,kennisbank/centrum,promotioneel",not_for_profit,Musea en archieven,Eén woord,company_promotion,,,"kwaliteitsinfo-musea,product-/bedrijfsinfo + uithangbord",4,1,,https://www.hetscheepvaartmuseum.nl/,"5 ",Maarten Sprenger,Needs peer-review,"January 14, 2024 12:45 PM",
Ja,Hommels (Bombus spp.) - KAD,8,https://www.kad.nl/kennisbank/dierplagen/bijen-en-hommels/hommels/,hommels (https://www.notion.so/hommels-f4f064d913e0425086f6e26750c6d63b?pvs=21),relevant,,kad.nl (https://www.notion.so/kad-nl-fe9dc693f32d438eb51ed50669b83c8e?pvs=21),Kennis- en Adviescentrum Dierplagen (KAD),redelijk_begrijpelijk,informatief,"informatie_primair_doel,kennisbank/centrum",not_for_profit,Onafhankelijk Kennis- en adviescentrum,Eén woord,no_ads,,,kennisbank/centrum +,1,1,,https://www.kad.nl/,-,Maarten Sprenger,Done,"January 13, 2024 4:34 PM",dieren
Ja,"Voelen kwallen, spinnen en zeesterren echt geen pijn? - Proefdiervrij",8,https://proefdiervrij.nl/ongewervelde-proefdieren,Ongewervelde dieren (https://www.notion.so/Ongewervelde-dieren-e2ea0873311948bcaa03d21d5605a89e?pvs=21),relevant,,proefdiervrij.nl (https://www.notion.so/proefdiervrij-nl-a716930de21740e3965607b6fa290ead?pvs=21),Proefdiervrij,complex,informatief,"community,informatie_primair_doel",not_for_profit,NGO/Goede doelen site,Named entity,company_promotion,,,informatie in het kader van goed doel,8,1,,https://proefdiervrij.nl/,"-  (KC 2, 6, 7)",Maarten Sprenger,Done,"January 13, 2024 3:35 PM",dieren
Nee,Spijkerbroek - Wikikids,8,https://wikikids.nl/Spijkerbroek,onstaan spijkerbroek (https://www.notion.so/onstaan-spijkerbroek-e236a406a4a74f00b7e88827bf70a313?pvs=21),relevant,,wikikids.nl (https://www.notion.so/wikikids-nl-eb5089cf47f64c5db5b78f0628175216?pvs=21),"Stichting Wikikids, ondersteund door Kennisnet; about-pagina is al lang niet geüpdatet. ",redelijk_begrijpelijk,informatief,"community,doelgroep PO/8-12,informatie_primair_doel,user_generated_content,wiki",not_for_profit,Amateur/vrijwilligersverenigingen,2 of meer woorden,no_ads,erg onvolledig,,gebruikersplatform geen kwaliteitsgarantie non-comm.,4,1,,https://wikikids.nl/,"8 (CH 1, 5;  klokhuis 2; WW 3; SS 9)",Maarten Sprenger,Done,"January 13, 2024 2:31 PM",
Twijfel,"De nieuwe pony Blondie, de eerste maand * Hart voor Paarden * - YouTube",8,https://www.youtube.com/watch?v=Ed7xLIJN3IA,video van paarden (https://www.notion.so/video-van-paarden-dc11b8b6f71c4653b2788f18abfbd96b?pvs=21),relevant,,youtube.com/@HartvoorPaarden (https://www.notion.so/youtube-com-HartvoorPaarden-b60437c914e64cf69e6298af02e118ee?pvs=21),"Hart voor Paarden, Tessa Ottenhof Dutch Equestrian Content Creator",te_simpel,informatief,"BigTech,edutainment,infinite_scroll",commercieel,Celebrities/vloggers,2 of meer woorden,many_ads,,,blog/vlog commercieel,7,1,,https://www.youtube.com/@HartvoorPaarden,-,Maarten Sprenger,Done,"January 13, 2024 1:53 PM",
Ja,Waarom vieren we Kerst? | NPO Kennis,8,https://npokennis.nl/longread/7919/waarom-vieren-we-kerst,kerstmis (https://www.notion.so/kerstmis-d9049904c07a41c6af4a345b6017178f?pvs=21),relevant,,npokennis.nl (https://www.notion.so/npokennis-nl-d6250c195baf4d5eb21cae78360afb7c?pvs=21),"NPO Kennis (NTR) ",redelijk_begrijpelijk,informatief,wetenschap,not_for_profit,Publieke_omroep,Eén woord,company_promotion,,,publiek_mediaplatform (incl journalistiek),32,1,,https://npokennis.nl,-,Maarten Sprenger,Almost completed,"January 13, 2024 12:39 PM",
Twijfel,Otter - Beesies - Alles over dieren,8,https://www.beesies.nl/otter/,otter kenmerken (https://www.notion.so/otter-kenmerken-d9068baceb2944508fcc1b97a85f787b?pvs=21),relevant,,beesies.nl (https://www.notion.so/beesies-nl-bcbb0da34c704675aead0cf6dd84a3e3?pvs=21),?,complex,informatief,informatie_primair_doel,not_for_profit,Individuele personen div,2 of meer woorden,no_ads,,,informatieproduct onderwijs/div. non-comm.,6,1,,https://www.beesies.nl/,"2, 6 (JJ 1)",Maarten Sprenger,Almost completed,"January 13, 2024 11:48 AM",dieren
Just-in-case,Berichten versturen en beantwoorden op de iPhone - Apple Support (NL),8,https://support.apple.com/nl-nl/guide/iphone/iph82fb73ba3/ios,ik wil iemand een bericht steuren (https://www.notion.so/ik-wil-iemand-een-bericht-steuren-0d10e7122e484e72848b536f87d92989?pvs=21),relevant,,support.apple.com (https://www.notion.so/support-apple-com-57e632c66c4147e099ab530bac4f279e?pvs=21),Apple,redelijk_begrijpelijk,informatief,"(product)informatie ihkv verkoop/bezoek,BigTech,bedrijfsinfo/uithangbord,webshop",commercieel,BigTech,2 of meer woorden,company_promotion,,,"product-/bedrijfsinfo + uithangbord,webshop/winkel+promotioneel deel",7,1,,https://support.apple.com,-,Maarten Sprenger,Done,"January 13, 2024 11:18 AM",
Ja,Wat moet ik doen bij hoog water in de sloot? | Ons water,8,https://www.onswater.nl/documenten/vragen-en-antwoorden/wat-moet-ik-doen-bij-hoog-water-in-de-sloot,sloot (https://www.notion.so/sloot-d22e86756e8f40efb9d06847ed9335eb?pvs=21),niet_relevant,,onswater.nl (https://www.notion.so/onswater-nl-75e87dc9530f4005bdfe2448b313c02d?pvs=21),,redelijk_begrijpelijk,informatief,"about-voorbeeld,informatie_primair_doel,kennisbank/centrum,nutsbedrijf,samenwerkingsproject,vakinformatie/beroepsinfo",not_for_profit,Overheid (of i.o.v.),Eén woord,no_ads,,,kennisbank/centrum +,1,1,,https://www.onswater.nl/,-,Maarten Sprenger,Done,"January 12, 2024 9:57 PM",
Ja,Uitblijven van menstruaties · Gezondheid en wetenschap,8,https://www.gezondheidenwetenschap.be/richtlijnen/uitblijven-van-menstruaties,maanstonden (https://www.notion.so/maanstonden-d166998bf97e4adeb2bffd443829bc7e?pvs=21),relevant,,gezondheidenwetenschap.be (https://www.notion.so/gezondheidenwetenschap-be-8b567d8a81f04f56afa7d810aa93bf4d?pvs=21),"het Centrum voor Evidence-Based Medicine (Cebam) iov Vlaamse Gemeenschap ",redelijk_begrijpelijk,informatief,"informatie_primair_doel,kennisbank/centrum,meertalig,overheidsinfo (of i.o.v.),positief-gevalideerd",not_for_profit,Onafhankelijk Kennis- en adviescentrum,Eén woord,no_ads,,,"kennisbank/centrum +,overheidsinformatie (overige),positief-gevalideerd",0,1,,https://www.gezondheidenwetenschap.be/,- (JJ 8),Maarten Sprenger,Done,"January 12, 2024 9:34 PM","gezondheid,lichaam,zelfzorg"
Nee,Kangoeroes - Wikikids,8,https://wikikids.nl/Kangoeroes,kangoeroe (https://www.notion.so/kangoeroe-d15244f5ac414bc0aa33ff1c084f33fc?pvs=21),relevant,,wikikids.nl (https://www.notion.so/wikikids-nl-eb5089cf47f64c5db5b78f0628175216?pvs=21),"Stichting Wikikids, ondersteund door Kennisnet; about-pagina is al lang niet geüpdatet. ",redelijk_begrijpelijk,informatief,"community,doelgroep PO/8-12,informatie_primair_doel,user_generated_content,wiki",not_for_profit,Amateur/vrijwilligersverenigingen,Eén woord,no_ads,,,gebruikersplatform geen kwaliteitsgarantie non-comm.,4,1,,https://wikikids.nl/,1 (JJ 9),Maarten Sprenger,Done,"January 12, 2024 7:33 PM",
Nee,Filters kopen? | Sigaren.Shop - Sigarenshop,8,https://www.sigaren.shop/shag-accessoires/filters/,filters (https://www.notion.so/filters-cf9c1b0a52094195b70372091b7af0b8?pvs=21),niet_relevant,webshop_result_page,sigaren.shop (https://www.notion.so/sigaren-shop-b270bd0c566b4c98b004df3e299e9681?pvs=21),"Sigarenshop is onderdeel van VHM, een ambulante handel in tabaksartikelen.",nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,(Bijna) alleen shops op de query,alleen webshop,3,1,,https://www.sigaren.shop/,-,Maarten Sprenger,Done,"January 12, 2024 7:12 PM",
Ja,Soorten kwallen,8,https://kwallenradar.nl/soorten-kwallen,Kwal (https://www.notion.so/Kwal-cf5616d4edd549dca3ff2cfad6ce82c0?pvs=21),relevant,,kwallenradar.nl (https://www.notion.so/kwallenradar-nl-afe85dd6b58c4f01b43d8d2b016b838a?pvs=21),Lex van Hees/Hees Design,redelijk_begrijpelijk,navigational,"informatie_primair_doel,kennisbank/centrum,nieuws",not_for_profit,Individuele personen div,Eén woord,no_ads,,,kennisbank/centrum +,2,1,,https://kwallenradar.nl,"5, 6 (klokhuis 3,4)",Maarten Sprenger,Done,"January 12, 2024 6:35 PM",dieren
Just-in-case,University of Groningen | Groningen | Facebook,8,https://www.facebook.com/universityofgroningen/,Rug (https://www.notion.so/Rug-c60242f600f94df4a22a2ee053e351fe?pvs=21),relevant,,facebook.com (https://www.notion.so/facebook-com-05ea9be69e884499b87e7677ca2f6ded?pvs=21),Meta,nvt,navigational,"BigTech,infinite_scroll,log_in (geheel/gedeeltelijk),platform (algemeen/specifiek),social_media,user_generated_content",ultra_commercieel,BigTech,Eén woord,many_ads,,,gebruikersplatform geen kwaliteitsgarantie comm.,6,1,,https://www.facebook.com,2,Maarten Sprenger,Done,"January 12, 2024 6:03 PM",
Just-in-case,Greta Thunberg | Facebook,8,https://www.facebook.com/gretathunbergsweden/,greta thunberg (https://www.notion.so/greta-thunberg-bcf62302413145689d969de31e27056c?pvs=21),relevant,,facebook.com (https://www.notion.so/facebook-com-05ea9be69e884499b87e7677ca2f6ded?pvs=21),Meta,nvt,navigational,"BigTech,infinite_scroll,log_in (geheel/gedeeltelijk),platform (algemeen/specifiek),social_media,user_generated_content",ultra_commercieel,BigTech,Named entity,many_ads,,,gebruikersplatform geen kwaliteitsgarantie comm.,6,1,,https://www.facebook.com,"-  (JJ 3, 9)",Maarten Sprenger,Done,"January 8, 2024 4:06 PM",
Just-in-case,Ritmica Belsele (@allemaal.ritmica) • Instagram-foto's en -video's,8,https://www.instagram.com/allemaal.ritmica/,turne ritmic (https://www.notion.so/turne-ritmic-3a974918990c4eedba0a03aee159f08c?pvs=21),relevant,,instagram.com (https://www.notion.so/instagram-com-722a1183f8754432b3a70fd3c6840fa7?pvs=21),(Meta),nvt,navigational,"BigTech,edutainment,entertainment,infinite_scroll,platform (algemeen/specifiek),social_media,user_generated_content",ultra_commercieel,BigTech,2 of meer woorden,"company_promotion,limited_ads",,,gebruikersplatform geen kwaliteitsgarantie comm.,6,1,,https://www.instagram.com/,6 (zappsport),Maarten Sprenger,Done,"January 8, 2024 3:48 PM",
Ja,Je lichaam in de puberteit | Sense.info,8,https://sense.info/nl/je-lichaam/meisjeslichaam/je-lichaam-de-puberteit,puberteit (https://www.notion.so/puberteit-bc1d9f0d2f864fa99268e4b458d219b4?pvs=21),relevant,,sense.info (https://www.notion.so/sense-info-102c9aeeb53747938bfa444ffd1c494b?pvs=21),,eenvoudig,informatief,"doelgroep VO/12+,samenwerkingsproject,voorlichting",not_for_profit,Overheid (of i.o.v.),Eén woord,no_ads,,,kwaliteitsinfo voor 8-18,5,1,,https://sense.info,"2 ",Maarten Sprenger,Done,"January 8, 2024 3:26 PM",lichaam
Just-in-case,Uitvinding van de auto | IsGeschiedenis,8,https://isgeschiedenis.nl/nieuws/uitvinding-van-de-auto,auto 1885 (https://www.notion.so/auto-1885-b9060eea81874020870bd915310e2e96?pvs=21),relevant,,isgeschiedenis.nl (https://www.notion.so/isgeschiedenis-nl-daa5294c0a2547ef9859ce29a5feec67?pvs=21),Isgeschiedenis.nl,redelijk_begrijpelijk,informatief,"abo-print,edutainment,informatie_primair_doel",commercieel,Uitgevers (div. commercieel),2 of meer woorden,"company_promotion,many_ads",,,informatieproduct div. commercieel,3,1,,https://isgeschiedenis.nl,- (klokhuis 2),Maarten Sprenger,Almost completed,"January 8, 2024 2:57 PM",geschiedenis
Ja,Obstipatie (poepproblemen),8,https://www.isala.nl/patientenfolders/5535-obstipatie-informatie-voor-kinderen/,poep (https://www.notion.so/poep-b58d803c8c3b49ca859e4e8844e5c287?pvs=21),relevant,,isala.nl (https://www.notion.so/isala-nl-7274b4b887844dc2b8771874ee842e2f?pvs=21),Isala ziekenhuisorganisatie,redelijk_begrijpelijk,informatief,"bedrijfsinfo/uithangbord,kennisbank/centrum",commercieel,Ziekenhuizen,Eén woord,no_ads,,,kwaliteitsinfo-gezondheidsorganisaties,2,1,,https://www.isala.nl,"- (JJ 1, 4; BD 8; KH 10)",Maarten Sprenger,Almost completed,"January 8, 2024 1:40 PM",
Twijfel,10 feitjes over nijlpaarden | World Animal Protection,8,https://www.worldanimalprotection.nl/nieuws/10-feitjes-over-nijlpaarden,nijlpaard (https://www.notion.so/nijlpaard-b588c59f99514b8abbca9c6ea1c1d64e?pvs=21),relevant,,worldanimalprotection.nl (https://www.notion.so/worldanimalprotection-nl-3b3641b2bcc34d23a272658bd5e1c74a?pvs=21),"World Animal Protection Nederland, World Animal Protection",redelijk_begrijpelijk,informatief,"promotioneel,webshop",not_for_profit,NGO/Goede doelen site,Eén woord,company_promotion,,,informatie in het kader van goed doel,7,1,,https://www.worldanimalprotection.nl/,4,Maarten Sprenger,Done,"January 8, 2024 12:16 PM",dieren
Nee,"Filmpje van Amalia in Madrid gaat viral, SBS durft niet uit te zenden",8,https://www.mediacourant.nl/2024/01/filmpje-van-amalia-in-madrid-gaat-viral-sbs-durft-niet-uit-te-zenden/,amalia (https://www.notion.so/amalia-aa97579ee6d44527bb4b8b5a7ca69f05?pvs=21),relevant,,mediacourant.nl (https://www.notion.so/mediacourant-nl-c2b61840f3aa45f3be412c08231429b6?pvs=21),,redelijk_begrijpelijk,informatief,"nieuws,sensatie-site (helemaal/gedeeltelijk)",ultra_commercieel,Uitgevers (div. commercieel),Named entity,over_the_top_ads,,,informatieproduct div. commercieel,16,1,,https://www.mediacourant.nl,"- (JJ 4, 6, 7, 9)",Maarten Sprenger,Done,"January 8, 2024 11:38 AM",
Ja,Drinkwater | Atlas Natuurlijk Kapitaal,8,https://www.atlasnatuurlijkkapitaal.nl/natuurlijk-kapitaal/drinkwater,hoe wordt oppervlaktewater gezuiverd? (https://www.notion.so/hoe-wordt-oppervlaktewater-gezuiverd-d25d54c456634778963b54124197c583?pvs=21),relevant,,atlasnatuurlijkkapitaal.nl (https://www.notion.so/atlasnatuurlijkkapitaal-nl-7bd229b630754f40bea6d8236ebd2f44?pvs=21),"De Atlas Natuurlijk Kapitaal (ANK) ",complex,informatief,"informatie_primair_doel,overheidsinfo (of i.o.v.)",not_for_profit,Overheid (of i.o.v.),Vragen,no_ads,,,overheidsinformatie (overige),1,1,,https://www.atlasnatuurlijkkapitaal.nl/,"8, 10",Maarten Sprenger,Done,"January 8, 2024 10:19 AM",
Nee,Schitterende tuinpoorten op maat door Henk van Leeuwen,8,https://www.henkvanleeuwen.nl/wat-doen-we/timmerwerken/buiten/tuinpoorten/,wat voor soort producten worden er gemaakt bij de tuindeur (https://www.notion.so/wat-voor-soort-producten-worden-er-gemaakt-bij-de-tuindeur-c97711301e81436884d92c244c825294?pvs=21),relevant,,henkvanleeuwen.nl (https://www.notion.so/henkvanleeuwen-nl-d62ba7af0be84fa683696c2cd8d283ce?pvs=21),Henk van Leeuwen Timmerwerken,complex,transactional,"(product)informatie ihkv verkoop/bezoek,bedrijfsinfo/uithangbord",commercieel,Winkels en bedrijven div,Vragen,company_promotion,,(Bijna) alleen shops op de query,product-/bedrijfsinfo + uithangbord,3,1,,https://www.henkvanleeuwen.nl/,10,Maarten Sprenger,Done,"January 8, 2024 9:59 AM",
Twijfel,Vroege vogels en nachtbrakers | Humankind,8,https://www.humankind.nl/tips-voor-ouders/vroege-vogels-en-nachtbrakers,nachtbraker vogel (https://www.notion.so/nachtbraker-vogel-b6b801cd50fd43079cd58c875c39b482?pvs=21),niet_relevant,,humankind.nl (https://www.notion.so/humankind-nl-3f05eec751f5423d9a2c68508c864d21?pvs=21),Human Kind,complex,informatief,bedrijfsinfo/uithangbord,commercieel,Winkels en bedrijven div,2 of meer woorden,no_ads,,,product-/bedrijfsinfo + uithangbord,2,1,,https://www.humankind.nl,-,Maarten Sprenger,Almost completed,"January 7, 2024 5:39 PM",
Just-in-case,Merelbeke - Google My Maps,8,https://www.google.com/maps/d/viewer?mid=1wyE73_A5NBShiezzTTTGPYbwD5o&hl=en_US&ll=50.988893410403854%2C3.7412927500000093&z=14,merelbeke (https://www.notion.so/merelbeke-acbee75a66994b1d93ec92df0aa53a50?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,Named entity,many_ads,,,informatieproduct div. commercieel,13,1,,https://www.google.com/,-,Maarten Sprenger,Almost completed,"January 7, 2024 5:21 PM",
Just-in-case,Seks & Relaties | Het laatste nieuws uit Nederland lees je op Telegraaf.nl,8,https://www.telegraaf.nl/vrouw/seks-en-relaties,seks (https://www.notion.so/seks-a5510d355afb4d61a71ac7602649129a?pvs=21),relevant,,telegraaf.nl (https://www.notion.so/telegraaf-nl-b7ff68e272ee4032b2f3ef6ff832a7f2?pvs=21),"De Telegraaf, Mediahuis Nederland B.V.",complex,navigational,"abo-print,journalistiek,nieuws,paywall (geheel/gedeeltelijk),sensatie-site (helemaal/gedeeltelijk)",commercieel,Uitgevers (div. commercieel),Eén woord,"company_promotion,many_ads",,,journalistiek informatieproduct (betaald),9,1,,https://www.telegraaf.nl/,-,Maarten Sprenger,Done,"January 7, 2024 4:42 PM",
Ja,galei - ANW (Algemeen Nederlands Woordenboek),8,https://anw.ivdnt.org/article/galei,galei (https://www.notion.so/galei-a4c826881db541d3abc3e7e741cacc85?pvs=21),relevant,,anw.ivdnt.org (https://www.notion.so/anw-ivdnt-org-429a3cba925945338ea43ec50f78e753?pvs=21),"Algemeen Nederlands Woordenboek, Instituut voor de Nederlandse Taal",complex,informatief,"informatie_primair_doel,woordenboek",not_for_profit,Onafhankelijk Kennis- en adviescentrum,Eén woord,no_ads,,Vooral woordenboek-resultaten,"kennisbank/centrum +,kwaliteitsinfo-onderwijs (gratis)",2,1,,https://anw.ivdnt.org/,-,Maarten Sprenger,Done,"January 7, 2024 4:21 PM",
Just-in-case,Groot Barrièrerif — Google Arts & Culture,8,https://artsandculture.google.com/entity/m0jbxl?hl=nl,het groot Barrierif (https://www.notion.so/het-groot-Barrierif-d002ac8bd4734868bac5bf2a7ce0624a?pvs=21),relevant,,artsandculture.google.com (https://www.notion.so/artsandculture-google-com-98c1d5ec9d00430d83910a1ffe211f96?pvs=21),Alphabet,redelijk_begrijpelijk,informatief,BigTech,commercieel,BigTech,Named entity,company_promotion,,,aggregator/contentfarm,2,1,,https://artsandculture.google.com,-,Maarten Sprenger,Done,"January 2, 2024 4:30 PM",
Ja,Alles leren over de zebra?,8,https://www.burgerszoo.nl/zebra,zebra (https://www.notion.so/zebra-a21701b4a0ac4340beffed002e6d2beb?pvs=21),relevant,,burgerszoo.nl (https://www.notion.so/burgerszoo-nl-a267f130c9ed4698b578ab900f64406a?pvs=21),Burgers' Zoo,redelijk_begrijpelijk,informatief,"bedrijfsinfo/uithangbord,promotioneel,webshop",commercieel,Dierentuinen (stichting/bedrijf),Eén woord,company_promotion,,,product-/bedrijfsinfo + uithangbord,4,1,,https://www.burgerszoo.nl/,"1, 3 (Klokhuis 4, JJ 10)",Maarten Sprenger,Needs peer-review,"January 2, 2024 3:55 PM",dieren
Just-in-case,Pasteuriseren - de Kleine Keuken,8,https://www.dekleinekeuken.com/encyclopedie%C3%ABn/pasteuriseren-wat-is-dat/,pasteuriseren (https://www.notion.so/pasteuriseren-a32117a92886427d84525bf0671de222?pvs=21),relevant,,dekleinekeuken.com (https://www.notion.so/dekleinekeuken-com-05c39536a84c4dd5ae4602f5dd8aad5a?pvs=21),De Kleine Keuken,complex,informatief,"promotioneel,webshop",commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,,product-/bedrijfsinfo + uithangbord,6,1,,https://www.dekleinekeuken.com,-,Maarten Sprenger,Almost completed,"January 2, 2024 3:26 PM",
Nee,Cobra Slang 3-5mm ~ Druppelsysteem - EUGardencenter,8,https://www.eugardencenter.com/nl/cobra-slang.html,cobra slang (https://www.notion.so/cobra-slang-9fb276752b1f49bfa83a4403c56a6034?pvs=21),niet_relevant,webshop_result_page,eugardencenter.com (https://www.notion.so/eugardencenter-com-2adfc13685ac4bcf81e0f7a9cb4cea10?pvs=21),EUGardencenter,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,2 of meer woorden,company_promotion,,,alleen webshop,3,1,,https://www.eugardencenter.com/,"- (Jeugdjournaal: 1, 3_",Maarten Sprenger,Done,"January 2, 2024 2:52 PM",
Ja,Braziliaanse voetballegende Pelé (82) overleden | Het Parool,8,https://www.parool.nl/sport/braziliaanse-voetballegende-pele-82-overleden~bb1a030b/?referrer=https://www.google.nl/,braziliaanse voetballegende pele overleden (https://www.notion.so/braziliaanse-voetballegende-pele-overleden-9c7796ccf76742f6bade6500e5b9a3c5?pvs=21),relevant,,parool.nl (https://www.notion.so/parool-nl-3d06be1cb5ea4da6a5f6b97db5927f2b?pvs=21),"Het Parool, DPG Media B.V",redelijk_begrijpelijk,informatief,"abo-print,informatie_primair_doel,journalistiek,nieuws,paywall (geheel/gedeeltelijk)",commercieel,Uitgevers (div. commercieel),2 of meer woorden,"affiliate_marketing_2/24,company_promotion,limited_ads",,,"journalistiek informatieproduct,journalistiek informatieproduct (betaald)",9,1,,https://www.parool.nl/,"- (Jeugdjournaal: 1, 4, 5)",Maarten Sprenger,Almost completed,"January 2, 2024 2:17 PM",
